sentence_id,text,start,end
0,"In byegone days, in an old farmhouse which stood by a river, there lived a beautiful girl called Maisie. ",0,105
1,"She was tall and straight, with auburn hair and blue eyes, and she was the prettiest girl in all the valley. ",105,214
2,And one would have thought that she would have been the pride of her mother's heart. ,214,299
3,"But, instead of this, her mother used to sigh and shake her head whenever she looked at her. ",299,392
4,And why? ,392,401
5,"Because, in those days, all men were sensible; ",401,448
6," and instead of looking out for pretty girls to be their wives, they looked out for girls who could cook and spin, and who gave promise of becoming notable housewives. ",447,615
7,Maisie's mother had been an industrious spinster; ,615,665
8," but, alas! ",664,676
9,"to her sore grief and disappointment, her daughter did not take after her. ",676,751
10,"The girl loved to be out of doors, chasing butterflies and plucking wild flowers, far better than sitting at her spinning-wheel. ",751,880
11,"So when her mother saw one after another of Maisie's companions, who were not nearly so pretty as she was, getting rich husbands, she sighed and said: ""Woe's me, child, for methinks no brave wooer will ever pause at our door while they see thee so idle and thoughtless."" ",880,1151
12,But Maisie only laughed. ,1151,1176
13,"At last her mother grew really angry, and one bright Spring morning she laid down three heads of lint on the table, saying sharply, ""I will have no more of this dallying. ",1176,1347
14,People will say that it is my blame that no wooer comes to seek thee. ,1347,1417
15,"I cannot have thee left on my hands to be laughed at, as the idle maid who would not marry. ",1417,1509
16,So now thou must work; ,1509,1532
17," and if thou hast not these heads of lint spun into seven hanks of thread in three days, I will e'en speak to the Mother at St. Mary's Convent, and thou wilt go there and learn to be a nun."" ",1531,1722
18,"Now, though Maisie was an idle girl, she had no wish to be shut up in a nunnery; ",1722,1803
19," so she tried not to think of the sunshine outside, but sat down soberly with her distaff. ",1802,1893
20,"But, alas! ",1893,1904
21,she was so little accustomed to work that she made but slow progress; ,1904,1974
22," and although she sat at the spinning-wheel all day, and never once went out of doors, she found at night that she had only spun half a hank of yarn. ",1973,2123
23,"The next day it was even worse, for her arms ached so much she could only work very slowly. ",2123,2215
24,That night she cried herself to sleep; ,2215,2254
25," and next morning, seeing that it was quite hopeless to expect to get her task finished, she threw down her distaff in despair, and ran out of doors. ",2253,2403
26,"Near the house was a deep dell, through which ran a tiny stream. ",2403,2468
27,"Maisie loved this dell, the flowers grew so abundantly there. ",2468,2530
28,"This morning she ran down to the edge of the stream, and seated herself on a large stone. ",2530,2620
29,"It was a glorious morning, the hazel trees were newly covered with leaves, and the branches nodded over her head, and showed like delicate tracery against the blue sky. ",2620,2789
30,"The primroses and sweet-scented violets peeped out from among the grass, and a little water wagtail came and perched on a stone in the middle of the stream, and bobbed up and down, till it seemed as if he were nodding to Maisie, and as if he were trying to say to her, ""Never mind, cheer up."" ",2789,3082
31,But the poor girl was in no mood that morning to enjoy the flowers and the birds. ,3082,3164
32,"Instead of watching them, as she generally did, she hid her face in her hands, and wondered what would become of her. ",3164,3282
33,"She rocked herself to and fro, as she thought how terrible it would be if her mother fulfilled her threat and shut her up in the Convent of St. Mary, with the grave, solemn-faced sisters, who seemed as if they had completely forgotten what it was like to be young, and run about in the sunshine, and laugh, and pick the fresh Spring flowers. ",3282,3624
34,"""Oh, I could not do it, I could not do it,"" she cried at last. ",3624,3687
35,"""It would kill me to be a nun."" ",3687,3719
36,"""And who wants to make a pretty wench like thee into a nun?"" ",3719,3780
37,"asked a queer, cracked voice quite close to her. ",3780,3829
38,"Maisie jumped up, and stood staring in front of her as if she had been moonstruck. ",3829,3912
39,"For, just across the stream from where she had been sitting, there was a curious boulder, with a round hole in the middle of it--for all the world like a big apple with the core taken out. ",3912,4101
40,Maisie knew it well; ,4101,4122
41," she had often sat upon it, and wondered how the funny hole came to be there. ",4121,4199
42,"It was no wonder that she stared, for, seated on this stone, was the queerest little old woman that she had ever seen in her life. ",4199,4330
43,"Indeed, had it not been for her silver hair, and the white mutch with the big frill that she wore on her head, Maisie would have taken her for a little girl, she wore such a very short skirt, only reaching down to her knees. ",4330,4555
44,"Her face, inside the frill of her cap, was round, and her cheeks were rosy, and she had little black eyes, which twinkled merrily as she looked at the startled maiden. ",4555,4723
45,"On her shoulders was a black and white checked shawl, and on her legs, which she dangled over the edge of the boulder, she wore black silk stockings and the neatest little shoes, with great silver buckles. ",4723,4929
46,"In fact, she would have been quite a pretty old lady had it not been for her lips, which were very long and very thick, and made her look quite ugly in spite of her rosy cheeks and black eyes. ",4929,5122
47,Maisie stood and looked at her for such a long time in silence that she repeated her question. ,5122,5217
48,"""And who wants to make a pretty wench like thee into a nun?""",3719,3779
49,"More likely that some gallant gentleman should want to make a bride of thee."" ",5277,5355
50,"""Oh, no,"" answered Maisie, ""my mother says no gentleman would look at me because I cannot spin."" ",5355,5452
51,"""Nonsense,"" said the tiny woman. ",5452,5485
52,"""Spinning is all very well for old folks like me--my lips, as thou seest, are long and ugly because I have spun so much, for I always wet my fingers with them, the easier to draw the thread from the distaff. ",5485,5693
53,"No, no, take care of thy beauty, child; ",5693,5733
54," do not waste it over the spinning-wheel, nor yet in a nunnery."" ",5732,5797
55,"""If my mother only thought as thou dost,"" replied the girl sadly; ",5797,5863
56," and, encouraged by the old woman's kindly face, she told her the whole story. ",5862,5941
57,"""Well,"" said the old Dame, ""I do not like to see pretty girls weep; ",5941,6009
58," what if I were able to help thee, and spin the lint for thee?"" ",6008,6072
59,Maisie thought that this offer was too good to be true; ,6072,6128
60, but her new friend bade her run home and fetch the lint; ,6127,6185
61, and I need not tell you that she required no second bidding. ,6184,6246
62,"When she returned she handed the bundle to the little lady, and was about to ask her where she should meet her in order to get the thread from her when it was spun, when a sudden noise behind her made her look round. ",6246,6463
63,She saw nothing; ,6463,6480
64," but what was her horror and surprise when she turned back again, to find that the old woman had vanished entirely, lint and all. ",6479,6609
65,"She rubbed her eyes, and looked all round, but she was nowhere to be seen. ",6609,6684
66,The girl was utterly bewildered. ,6684,6717
67,"She wondered if she could have been dreaming, but no that could not be, there were her footprints leading up the bank and down again, where she had gone for the lint, and brought it back, and there was the mark of her foot, wet with dew, on a stone in the middle of the stream, where she had stood when she had handed the lint up to the mysterious little stranger. ",6717,7082
68,What was she to do now? ,7082,7106
69,"What would her mother say when, in addition to not having finished the task that had been given her, she had to confess to having lost the greater part of the lint also? ",7106,7276
70,"She ran up and down the little dell, hunting amongst the bushes, and peeping into every nook and cranny of the bank where the little old woman might have hidden herself. ",7276,7446
71,It was all in vain; ,7446,7466
72," and at last, tired out with the search, she sat down on the stone once more, and presently fell fast asleep. ",7465,7575
73,When she awoke it was evening. ,7575,7606
74,"The sun had set, and the yellow glow on the western horizon was fast giving place to the silvery light of the moon. ",7606,7722
75,"She was sitting thinking of the curious events of the day, and gazing at the great boulder opposite, when it seemed to her as if a distant murmur of voices came from it. ",7722,7892
76,"With one bound she crossed the stream, and clambered on to the stone. ",7892,7962
77,She was right. ,7962,7977
78,"Someone was talking underneath it, far down in the ground. ",7977,8036
79,"She put her ear close to the stone, and listened. ",8036,8086
80,The voice of the queer little old woman came up through the hole. ,8086,8152
81,"""Ho, ho, my pretty little wench little knows that my name is Habetrot."" ",8152,8224
82,"Full of curiosity, Maisie put her eye to the opening, and the strangest sight that she had ever seen met her gaze. ",8224,8339
83,She seemed to be looking through a telescope into a wonderful little valley. ,8339,8416
84,"The trees there were brighter and greener than any that she had ever seen before and there were beautiful flowers, quite different from the flowers that grew in her country. ",8416,8590
85,"The little valley was carpeted with the most exquisite moss, and up and down it walked her tiny friend, busily engaged in spinning. ",8590,8722
86,"She was not alone, for round her were a circle of other little old women, who were seated on large white stones, and they were all spinning away as fast as they could. ",8722,8890
87,"Occasionally one would look up, and then Maisie saw that they all seemed to have the same long, thick lips that her friend had. ",8890,9018
88,"She really felt very sorry, as they all looked exceedingly kind, and might have been pretty had it not been for this defect. ",9018,9143
89,"One of the Spinstresses sat by herself, and was engaged in winding the thread, which the others had spun, into hanks. ",9143,9261
90,Maisie did not think that this little lady looked so nice as the others. ,9261,9334
91,"She was dressed entirely in grey, and had a big hooked nose, and great horn spectacles. ",9334,9422
92,"She seemed to be called Slantlie Mab, for Maisie heard Habetrot address her by that name, telling her to make haste and tie up all the thread, for it was getting late, and it was time that the young girl had it to carry home to her mother. ",9422,9662
93,"Maisie did not quite know what to do, or how she was to get the thread, for she did not like to shout down the hole in case the queer little old woman should be angry at being watched. ",9662,9847
