sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"Long, long ago, in old Japan, the Kingdom of the Sea was governed by a wonderful King. ",governed,BEFORE,"But the Dragon King, in spite of his wide-spreading Kingdom, his beautiful Palace and all its wonders, and his power which none disputed throughout the whole sea, was not at all happy, for he reigned alone. ",disputed,0,6,1,1
"But the Dragon King, in spite of his wide-spreading Kingdom, his beautiful Palace and all its wonders, and his power which none disputed throughout the whole sea, was not at all happy, for he reigned alone. ",disputed,BEFORE,"At last he thought that if he married he would not only be happier, but also more powerful. ",thought,6,7,1,0
"At last he thought that if he married he would not only be happier, but also more powerful. ",thought,BEFORE,So he decided to take a wife. ,decided,7,8,0,0
So he decided to take a wife. ,decided,BEFORE,"Calling all his fish retainers together, he chose several of them as ambassadors to go through the sea and seek for a young Dragon Princess who would be his bride. ",chose,8,9,0,2
"Calling all his fish retainers together, he chose several of them as ambassadors to go through the sea and seek for a young Dragon Princess who would be his bride. ",chose,BEFORE,"Her scales were of glittering green like the wings of summer beetles, her eyes threw out glances of fire, and she was dressed in gorgeous robes. ",dressed,9,11,2,4
"Her scales were of glittering green like the wings of summer beetles, her eyes threw out glances of fire, and she was dressed in gorgeous robes. ",dressed,BEFORE,"Every living thing in the sea, from the great whales down to the little shrimps, came in shoals to offer their congratulations to the bride and bridegroom and to wish them a long and prosperous life. ",offer,11,14,4,2
"Every living thing in the sea, from the great whales down to the little shrimps, came in shoals to offer their congratulations to the bride and bridegroom and to wish them a long and prosperous life. ",offer,AFTER,The train of bearers who carried the bride's possessions to her new home seemed to reach across the waves from one end of the sea to the other. ,carried,14,16,2,0
The train of bearers who carried the bride's possessions to her new home seemed to reach across the waves from one end of the sea to the other. ,carried,BEFORE,"Each fish carried a phosphorescent lantern and was dressed in ceremonial robes, gleaming blue and pink and silver; ",dressed,16,17,0,2
"Each fish carried a phosphorescent lantern and was dressed in ceremonial robes, gleaming blue and pink and silver; ",dressed,BEFORE,"They loved each other dearly, and the bridegroom day after day took delight in showing his bride all the wonders and treasures of his coral Palace, and she was never tired of wandering with him through its vast halls and gardens. ",loved,17,20,2,0
"They loved each other dearly, and the bridegroom day after day took delight in showing his bride all the wonders and treasures of his coral Palace, and she was never tired of wandering with him through its vast halls and gardens. ",loved,BEFORE,"Two months passed in this happy way, and then the Dragon Queen fell ill and was obliged to stay in bed. ",fell,20,22,0,1
