sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
There once lived a poor widow who supported herself and her only son by gleaning in the fields the stalks of grain that had been missed by the reapers. ,supported,AFTER,There once lived a poor widow who supported herself and her only son by gleaning in the fields the stalks of grain that had been missed by the reapers. ,missed,0,0,1,4
There once lived a poor widow who supported herself and her only son by gleaning in the fields the stalks of grain that had been missed by the reapers. ,missed,BEFORE,"He had big blue eyes, and fair golden curls, and he loved his good mother very dearly, and was never more pleased than when she allowed him to help her with her work. ",loved,0,3,4,1
"He had big blue eyes, and fair golden curls, and he loved his good mother very dearly, and was never more pleased than when she allowed him to help her with her work. ",loved,BEFORE,"He had big blue eyes, and fair golden curls, and he loved his good mother very dearly, and was never more pleased than when she allowed him to help her with her work. ",allowed,3,3,1,3
"He had big blue eyes, and fair golden curls, and he loved his good mother very dearly, and was never more pleased than when she allowed him to help her with her work. ",allowed,BEFORE,"He had big blue eyes, and fair golden curls, and he loved his good mother very dearly, and was never more pleased than when she allowed him to help her with her work. ",help,3,3,3,4
"He had big blue eyes, and fair golden curls, and he loved his good mother very dearly, and was never more pleased than when she allowed him to help her with her work. ",help,BEFORE,"And so the years passed happily away till the boy was eight years old, but then the widow fell sick, and their little store of money melted gradually away. ",fell,3,4,4,2
"And so the years passed happily away till the boy was eight years old, but then the widow fell sick, and their little store of money melted gradually away. ",fell,BEFORE,"""I don't know what we shall do for bread,"" she said, kissing her boy with tears in her eyes, ""for I am not yet strong enough to work, and we have no money left."" ",know,4,5,2,1
"""I don't know what we shall do for bread,"" she said, kissing her boy with tears in her eyes, ""for I am not yet strong enough to work, and we have no money left."" ",know,BEFORE,"""I don't know what we shall do for bread,"" she said, kissing her boy with tears in her eyes, ""for I am not yet strong enough to work, and we have no money left."" ",said,5,5,1,4
"""I don't know what we shall do for bread,"" she said, kissing her boy with tears in her eyes, ""for I am not yet strong enough to work, and we have no money left."" ",said,AFTER,"""I don't know what we shall do for bread,"" she said, kissing her boy with tears in her eyes, ""for I am not yet strong enough to work, and we have no money left."" ",kissing,5,5,4,5
"""I don't know what we shall do for bread,"" she said, kissing her boy with tears in her eyes, ""for I am not yet strong enough to work, and we have no money left."" ",kissing,BEFORE,"""But I can work,"" answered the boy; ",work,5,6,5,1
"""But I can work,"" answered the boy; ",work,BEFORE,"""But I can work,"" answered the boy; ",answered,6,6,1,2
"""But I can work,"" answered the boy; ",answered,BEFORE," ""and I'm sure if I go to the Squire up at the Hall he will give me something to do."" ",give,6,7,2,3
" ""and I'm sure if I go to the Squire up at the Hall he will give me something to do."" ",give,AFTER,"At first the widow was reluctant to consent to this, since she loved to keep her child at her side, but finally, as nothing else could be done, she decided to let him go to see the Squire. ",consent,7,8,3,1
"At first the widow was reluctant to consent to this, since she loved to keep her child at her side, but finally, as nothing else could be done, she decided to let him go to see the Squire. ",consent,AFTER,"At first the widow was reluctant to consent to this, since she loved to keep her child at her side, but finally, as nothing else could be done, she decided to let him go to see the Squire. ",loved,8,8,1,2
"At first the widow was reluctant to consent to this, since she loved to keep her child at her side, but finally, as nothing else could be done, she decided to let him go to see the Squire. ",loved,BEFORE,"At first the widow was reluctant to consent to this, since she loved to keep her child at her side, but finally, as nothing else could be done, she decided to let him go to see the Squire. ",decided,8,8,2,7
"At first the widow was reluctant to consent to this, since she loved to keep her child at her side, but finally, as nothing else could be done, she decided to let him go to see the Squire. ",decided,BEFORE,"At first the widow was reluctant to consent to this, since she loved to keep her child at her side, but finally, as nothing else could be done, she decided to let him go to see the Squire. ",let,8,8,7,8
"At first the widow was reluctant to consent to this, since she loved to keep her child at her side, but finally, as nothing else could be done, she decided to let him go to see the Squire. ",let,BEFORE,"At first the widow was reluctant to consent to this, since she loved to keep her child at her side, but finally, as nothing else could be done, she decided to let him go to see the Squire. ",go,8,8,8,9
"At first the widow was reluctant to consent to this, since she loved to keep her child at her side, but finally, as nothing else could be done, she decided to let him go to see the Squire. ",go,BEFORE,"At first the widow was reluctant to consent to this, since she loved to keep her child at her side, but finally, as nothing else could be done, she decided to let him go to see the Squire. ",see,8,8,9,10
"At first the widow was reluctant to consent to this, since she loved to keep her child at her side, but finally, as nothing else could be done, she decided to let him go to see the Squire. ",see,BEFORE,"Being too proud to allow her son to go to the great house in his ragged clothes, she made him a new suit out of a pretty blue dress she had herself worn in happier times, and when it was finished and the boy dressed in it, he looked as pretty as a prince in a fairy tale. ",allow,8,9,10,1
"Being too proud to allow her son to go to the great house in his ragged clothes, she made him a new suit out of a pretty blue dress she had herself worn in happier times, and when it was finished and the boy dressed in it, he looked as pretty as a prince in a fairy tale. ",allow,BEFORE,"Being too proud to allow her son to go to the great house in his ragged clothes, she made him a new suit out of a pretty blue dress she had herself worn in happier times, and when it was finished and the boy dressed in it, he looked as pretty as a prince in a fairy tale. ",made,9,9,1,3
"Being too proud to allow her son to go to the great house in his ragged clothes, she made him a new suit out of a pretty blue dress she had herself worn in happier times, and when it was finished and the boy dressed in it, he looked as pretty as a prince in a fairy tale. ",made,AFTER,"Being too proud to allow her son to go to the great house in his ragged clothes, she made him a new suit out of a pretty blue dress she had herself worn in happier times, and when it was finished and the boy dressed in it, he looked as pretty as a prince in a fairy tale. ",worn,9,9,3,5
"Being too proud to allow her son to go to the great house in his ragged clothes, she made him a new suit out of a pretty blue dress she had herself worn in happier times, and when it was finished and the boy dressed in it, he looked as pretty as a prince in a fairy tale. ",worn,BEFORE,"Being too proud to allow her son to go to the great house in his ragged clothes, she made him a new suit out of a pretty blue dress she had herself worn in happier times, and when it was finished and the boy dressed in it, he looked as pretty as a prince in a fairy tale. ",dressed,9,9,5,8
"Being too proud to allow her son to go to the great house in his ragged clothes, she made him a new suit out of a pretty blue dress she had herself worn in happier times, and when it was finished and the boy dressed in it, he looked as pretty as a prince in a fairy tale. ",dressed,BEFORE,"Being too proud to allow her son to go to the great house in his ragged clothes, she made him a new suit out of a pretty blue dress she had herself worn in happier times, and when it was finished and the boy dressed in it, he looked as pretty as a prince in a fairy tale. ",looked,9,9,8,9
"Being too proud to allow her son to go to the great house in his ragged clothes, she made him a new suit out of a pretty blue dress she had herself worn in happier times, and when it was finished and the boy dressed in it, he looked as pretty as a prince in a fairy tale. ",looked,BEFORE,"His trousers were blue, also, and she took the silver buckles from her own shoes and put them on his, that he might appear the finer. ",took,9,11,9,1
"His trousers were blue, also, and she took the silver buckles from her own shoes and put them on his, that he might appear the finer. ",took,BEFORE,"His trousers were blue, also, and she took the silver buckles from her own shoes and put them on his, that he might appear the finer. ",put,11,11,1,2
"His trousers were blue, also, and she took the silver buckles from her own shoes and put them on his, that he might appear the finer. ",put,BEFORE,And then she brushed his curls and placed his big straw hat upon them and sent him away with a kiss to see the Squire. ,brushed,11,12,2,0
And then she brushed his curls and placed his big straw hat upon them and sent him away with a kiss to see the Squire. ,brushed,BEFORE,And then she brushed his curls and placed his big straw hat upon them and sent him away with a kiss to see the Squire. ,placed,12,12,0,1
And then she brushed his curls and placed his big straw hat upon them and sent him away with a kiss to see the Squire. ,placed,BEFORE,And then she brushed his curls and placed his big straw hat upon them and sent him away with a kiss to see the Squire. ,sent,12,12,1,2
And then she brushed his curls and placed his big straw hat upon them and sent him away with a kiss to see the Squire. ,sent,BEFORE,And then she brushed his curls and placed his big straw hat upon them and sent him away with a kiss to see the Squire. ,see,12,12,2,3
And then she brushed his curls and placed his big straw hat upon them and sent him away with a kiss to see the Squire. ,see,AFTER,"It so happened that the great man was walking in his garden with his daughter Madge that morning, and was feeling in an especially happy mood, so that when he suddenly looked up and saw a little boy before him, he said, kindly, ""Well, my child, what can I do for you?"" ",happened,12,13,3,0
"It so happened that the great man was walking in his garden with his daughter Madge that morning, and was feeling in an especially happy mood, so that when he suddenly looked up and saw a little boy before him, he said, kindly, ""Well, my child, what can I do for you?"" ",happened,AFTER,"It so happened that the great man was walking in his garden with his daughter Madge that morning, and was feeling in an especially happy mood, so that when he suddenly looked up and saw a little boy before him, he said, kindly, ""Well, my child, what can I do for you?"" ",walking,13,13,0,2
"It so happened that the great man was walking in his garden with his daughter Madge that morning, and was feeling in an especially happy mood, so that when he suddenly looked up and saw a little boy before him, he said, kindly, ""Well, my child, what can I do for you?"" ",walking,BEFORE,"It so happened that the great man was walking in his garden with his daughter Madge that morning, and was feeling in an especially happy mood, so that when he suddenly looked up and saw a little boy before him, he said, kindly, ""Well, my child, what can I do for you?"" ",feeling,13,13,2,4
